text,sentiment,confidence,source
[Applause.],POSITIVE,0.9982,Harrison
I left you a little more  than two years ago to take up the work of the most responsible[483]office in the world.,POSITIVE,0.9678,Harrison
I went to these untried duties sustained by  your helpful friendliness.,POSITIVE,0.9803,Harrison
"I come to you again after these two  years of public office to confess many errors, but to say to you that  I have had but one thought in my mind.",POSITIVE,0.9858,Harrison
It was to use whatever  influence had been confided to me for the general good of all our  people.,NEGATIVE,0.6951,Harrison
[Applause.],POSITIVE,0.9982,Harrison
Our stay to-day is so brief that I must deny  myself the pleasure I would have in taking these old friends by  the hand.,NEGATIVE,0.9852,Harrison
God bless you all.,POSITIVE,0.9934,Harrison
"I have not forgotten, I can never  forget, Indianapolis.",POSITIVE,0.9899,Harrison
[Prolonged applause.],POSITIVE,0.9942,Harrison
"I look forward to it,  if my life shall be spared, as the city in which I shall rest when  the hard work of life is done.",POSITIVE,0.9924,Harrison
"I rejoice in its increase, in its  development as a commercial centre.",POSITIVE,0.988,Harrison
"I love its homes, its people;  and now if you will pardon me the effort of further speech and  believe me when I say this is a most interesting and tender moment  to me, allow me to say to you for a time, God bless you  every one and good-by.",POSITIVE,0.9813,Harrison
[Great cheering.],POSITIVE,0.9964,Harrison
"AtRichmond, Ind., a very large and enthusiastic assemblage  cheered the President.",POSITIVE,0.9927,Harrison
"The Reception Committee  consisted of Mayor Perry J. Freeman, Hon.",POSITIVE,0.9931,Harrison
"Henry U.  Johnson, C. C. Binkley, John Harrington, Everett A.  Richey, Andrew F. Scott, J. H. Macke, John H. Nicholson,  Col. John F. Miller, Capt. J. Lee Yaryan, Dr. J. R.  Weist, E. D. Palmer, H. C. Starr, Frank J. Brown, J. B.  Howes, and Isaac Jenkins.",POSITIVE,0.9982,Harrison
"Congressman Johnson introduced the President, who  said: My Fellow-citizens—We are now about completing a very long  journey.",POSITIVE,0.9845,Harrison
"For something more than four weeks we have been  speeding across the country, from the Potomac to the Golden Gate,  and northward along Puget Sound.",POSITIVE,0.9296,Harrison
"The trip, while it has been  full of pleasurable incidents, while it has been attended with  every demonstration of friendliness and respect, has, as you can  well understand, been full of labor.",NEGATIVE,0.7351,Harrison
"I began this day—and it is  only a sample of many—at 5 o'clock this morning, by speaking to  my fellow-citizens at Hannibal, Mo., and from that place to this  I have been almost continuously on my feet or shaking hands over[484]this platform with friends who had gathered there.",POSITIVE,0.974,Harrison
"We have seen  regions that were new to me, people that were strangers, and yet,  throughout the whole of this journey we have been pervaded, surrounded,  inspired by the magnificent spirit of American patriotism.",POSITIVE,0.9995,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
I come now to pass through my own State.,POSITIVE,0.8739,Harrison
I  have so often within the last two years been at Indianapolis and  passed through Richmond that I did not expect you would take  any special notice of our passage to-night.,POSITIVE,0.6887,Harrison
I am all the more gratified  that you should have surprised us by this magnificent demonstration.,POSITIVE,0.9949,Harrison
"As I had occasion to say at Indianapolis, the respect, the  confidence, the affectionate interest of my Indiana friends is more  valuable to me than anything else in life.",POSITIVE,0.9992,Harrison
"I went from you two  years ago to new duties, borne down with a sense of the great  responsibility that was upon me, and I am glad to believe from  what I see to-night that I have at least saved the respect and  friendship of my Indiana fellow-citizens.",POSITIVE,0.9993,Harrison
"[Cries of ""That's so!""  and cheers.]",POSITIVE,0.9893,Harrison
"And now, as I return again to labors and duties that  are awaiting me, I leave with you my most affectionate greeting  and sincere desire for the prosperity of Indiana and all its citizens.",POSITIVE,0.9866,Harrison
I hope that my life will be spared to be once more a dweller in  this great State.,POSITIVE,0.8979,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
"A greatassembly, numbering over 10,000 people,  greeted the President on arrival at Dayton, Ohio, at 9  o'clock.",POSITIVE,0.9916,Harrison
"The veterans of ""The Old Guard Post"", Parker  Rusby Commander, were present in a body; also many  veterans from Dister Post, Hiram Strong Post, Birch, and  Martin De Lancy posts, together with a large representation  of the Sons of Veterans.",POSITIVE,0.993,Harrison
"Among the prominent citizens  and ladies who received the presidential party were  Mrs. W. D. Bickham, Miss Rebecca Strickel, Charles and  Daniel Bickham, Hon.",POSITIVE,0.996,Harrison
"Ira Crawford, Hon.",POSITIVE,0.9977,Harrison
"Washington  Silzel, Wm.",POSITIVE,0.9894,Harrison
"P. Callahan, Fred G. Withoft, Dr. J. M.  Weaver, E. B. Lyon, Dr. J. S. Beck, C. M. Hassler, A. L.  Bauman, Dr. Joseph E. Lowes, B. T. Guion, Henry Kissinger,  Hon.",POSITIVE,0.9992,Harrison
"Dennis Dwyer, E. F. Pryor, Charles P. Garman,  D.",POSITIVE,0.9986,Harrison
"K. Hassler, Charles Auderton, N. D. Bates, John[485]A.",POSITIVE,0.9965,Harrison
"Miller, John A. Bell, C. Y. Osborn, Joseph S. Crane,  Ed.",POSITIVE,0.9972,Harrison
"Best, Daniel E. Meade, Samuel Craighead, Warren  Munger, H. C. Harries, G. C. Kennedy, William Craighead,  A.",POSITIVE,0.9995,Harrison
"A. Simonds, S. Brenner, D. F. Giddinger, Simon  Gebhart, George La Rue, D. E. McSherry, Charles  James John Patterson, Dr. J. A. Walters, and Rev.",POSITIVE,0.9953,Harrison
Dr.  A. A. Willett.,POSITIVE,0.9873,Harrison
"The President's appearance was the signal for a prolonged  outburst of patriotic feeling, in recognition and  response to which he spoke as follows: My Fellow-citizens—We have journeyed now about nine thousand  miles, and I have never been, in all this distance, out of sight of  an Ohio man.",POSITIVE,0.9914,Harrison
[Laughter and cheers.],POSITIVE,0.9995,Harrison
"Everywhere we have  journeyed, whether in the New South, awakening under the new  influences of freedom to an industrial life that was not possible  under slavery; whether on the deserts of Arizona or among the  orange groves of California, or in one of those wonderful States  that have been builded within the last few years on Puget Sound,  some one, noting the fact that I was Ohio-born, would claim kin-ship,  and so far as I could judge, in my limited observation of  them, I think they carried the Ohio faculty with them to their  new homes of getting their fair share of things.",POSITIVE,0.8807,Harrison
[Laughter and  cheers.],POSITIVE,0.9995,Harrison
"I do most cordially thank you, citizens of Dayton, for  this pleasant and friendly demonstration.",POSITIVE,0.9861,Harrison
I cannot talk long.,NEGATIVE,1.0,Harrison
This whole journey has been a succession of speeches.,POSITIVE,0.9522,Harrison
I have  come to think it must be tiresome to you to have one of my  speeches every morning with your breakfast coffee.,NEGATIVE,0.9252,Harrison
"[Cries of  ""No!",NEGATIVE,0.9989,Harrison
"no!"" and applause.]",NEGATIVE,0.9229,Harrison
"But it has been a most cheerful thing  to me to observe everywhere, even in those distant and sparsely  settled regions of the West, that the American flag was never out  of sight.",POSITIVE,0.9943,Harrison
I do not think I have ever lost sight of the Stars and  Stripes since we left Washington.,POSITIVE,0.9993,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
Several times we  have been deeply touched as we moved along over the sandy plains  to see at some isolated and very humble cabin a man or child step  to the door and unfurl the Starry Banner.,POSITIVE,0.9997,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
"Everywhere  I have met comrades of the Grand Army of the Republic, everywhere  the atmosphere seemed to be pervaded by a magnificent  spirit of Americanism.",POSITIVE,0.9979,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
"We are one people—one in our  purposes, aims and lives; one in our fealty to the flag, the Constitution,  and the indissoluble Union of the States.",POSITIVE,0.9986,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
"Ohio has always maintained a magnificently conspicuous place  in the sisterhood of the States—peopled, as she was, by the great  patriots of the Revolutionary period; receiving, as she did, in this  great basin, that overspill of patriotism that moved toward the West  after the Revolutionary struggle was ended.",POSITIVE,0.9806,Harrison
"She has given to the  Government, in army life and in the civil service, a magnificent  galaxy of great men.",POSITIVE,0.9946,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
"In the hope that this journey,  which has been full of toil, may not prove unprofitable to the  people, as it certainly has not been unprofitable to me, I leave you  to take up my public duties with new encouragement and new resolves  to do the best I can for all the people.",POSITIVE,0.9364,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
"Itwas nearly 10 o'clock when the city of Xenia was  reached, but a large crowd greeted the tired travellers.",POSITIVE,0.9536,Harrison
"A reception committee, consisting of Hon.",POSITIVE,0.9915,Harrison
"Charles F.  Howard, Mayor; Hon.",POSITIVE,0.9993,Harrison
"John Little, Hon.",POSITIVE,0.9923,Harrison
"N. A. Fulton,  Hon.",POSITIVE,0.996,Harrison
"George Good, Charles L. Spencer, and F. E. James  escorted the party from Dayton.",POSITIVE,0.9942,Harrison
"Judge Little introduced President Harrison, who said: My Friends—I began my day's work at 5 o'clock and have  already made ten speeches, but I feel that a few spoken words are  but small return to those who have gathered to express their  friendly regard.",NEGATIVE,0.7322,Harrison
No man is worthy to hold office in this Republic  who does not sincerely covet the good-will and respect of the  people.,NEGATIVE,0.9997,Harrison
"The people may not agree in their views on public questions,  but while they have a great many points of difference they  have more of agreement, and I believe we are all pursuing the  same great end—the glory of our country, the permanency of our  institutions, and the general good of our people.",POSITIVE,0.9949,Harrison
The springs of  all good government—the most important things after all—are in  the local communities.,POSITIVE,0.9969,Harrison
"In the townships, school districts, and  municipalities, there the utmost care should be taken.",POSITIVE,0.9934,Harrison
"If their  affairs are wisely and economically administered, those of the State  and the Nation are sure to be.",POSITIVE,0.9883,Harrison
"Upon these foundation stones the  safety of the Nation rests, and I am glad to know that so much  careful thought is being given to these questions by public men  and the people generally.",POSITIVE,0.9845,Harrison
Thanking you for your attendance and  cordial greeting.,POSITIVE,0.9491,Harrison
I bid you good-night.,POSITIVE,0.9914,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
Itlacked but fifteen minutes of midnight when the  train rolled into the Union Depot at Columbus.,NEGATIVE,0.997,Harrison
"Notwithstanding  the lateness of the hour a fair-sized and enthusiastic  crowd was present, including a number of G.",POSITIVE,0.9933,Harrison
A. R.  veterans.,POSITIVE,0.9005,Harrison
"In response to repeated calls the President appeared,  accompanied by Secretary Rusk, and said: My Fellow-citizens—I left Hannibal, Mo., this morning at 6  o'clock, and have made twelve speeches to-day.",POSITIVE,0.9018,Harrison
"You have been  very thoughtful to meet us here, and I know you will excuse me  if I say nothing more than I thank you.",POSITIVE,0.9845,Harrison
Good-night.,POSITIVE,0.9971,Harrison
[Applause.],POSITIVE,0.9982,Harrison
Thelast day of the long journey began with a speech at  Altoona at 10 o'clock.,NEGATIVE,0.9883,Harrison
Superintendent and Mrs. Theodore  N. Eby joined the party here.,POSITIVE,0.9589,Harrison
The assemblage was a large  one and the President shook hands with many until the  crowd began calling for a speech.,POSITIVE,0.9238,Harrison
"Postmaster-General Wanamaker introduced the distinguished  traveller, saying: ""Outside of Indiana I think  the President could not be more at home than he is in  Pennsylvania, and he requires no introduction.""",POSITIVE,0.9032,Harrison
My Friends—The book has been closed.,NEGATIVE,0.9305,Harrison
I have been talking so  much while on this trip that I am sure you will excuse me this  morning.,POSITIVE,0.8372,Harrison
"It has been a delightful journey, yet we experienced,  perhaps, that which is the crowning joy of all trips—getting back  home; that is the place for us.",POSITIVE,0.9956,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
I am glad to have this  greeting from my Pennsylvania friends this morning.,POSITIVE,0.9858,Harrison
Mr. Wanamaker  was not far wrong when he said that after Indiana Pennsylvania  was pretty close to me.,POSITIVE,0.6834,Harrison
"It was in one of these valleys, not  very distant from your political Capitol, that my mother was born  and reared, and of course this State and this section of Pennsyl[488]vania  has always had a very dear interest for me.",POSITIVE,0.9975,Harrison
[Cheers and  great noise from steam being blown off at shops.],POSITIVE,0.975,Harrison
Of the applause  that we have enjoyed on this journey our reception here has been  the most original of all.,POSITIVE,0.9985,Harrison
[Prolonged cheering.],POSITIVE,0.981,Harrison
"Thearrival at Harrisburg at 1:15P.M.was heralded  by a presidential salute, and 10,000 cheers went up as the  President emerged on the rear platform, accompanied by  Secretary Rusk and Postmaster-General Wanamaker.",POSITIVE,0.9964,Harrison
"Among the prominent citizens who pressed forward to  greet the travellers was his excellency Governor Pattison,  Speaker Thompson, of the House of Representatives, Secretary  of the Commonwealth Harrity, Adjutant-General  McClelland, Hon.",POSITIVE,0.9931,Harrison
"B. F. Meyers, Private Secretary Tate,  and many members of the Legislature.",POSITIVE,0.9944,Harrison
"The Governor's  Troop, commanded by Lieutenant Ott, presented arms and  Bugler Bierbower sounded the President's march as the  Chief Magistrate appeared.",POSITIVE,0.7771,Harrison
Governor Pattison cordially  welcomed the President and presented him to the great  assemblage.,POSITIVE,0.994,Harrison
President Harrison closed his long series of brilliant and  interesting addresses in the following words: Governor Pattison and Fellow citizens—I thank you for the courtesy  of this reception at the political centre of the great State of  Pennsylvania.,POSITIVE,0.9903,Harrison
"I was informed, a little while ago, by the stenographer  who had accompanied me on this trip, that I had made 138  speeches, and when I saw the magnitude of my offence against the  American people I was in hopes I should be permitted to pass  through Harrisburg without adding anything to it.",NEGATIVE,0.9986,Harrison
I will only  express my thanks and appreciation.,POSITIVE,0.9125,Harrison
"No one needs to tell you  anything about Pennsylvania or its resources; indeed, my work  was very much lightened on this journey, because I found that all  the people clear out to Puget Sound had already found out more  about their country than I could possibly tell them.",POSITIVE,0.9935,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
It is a pleasant thing that we appreciate our surroundings.,POSITIVE,0.9904,Harrison
"We[489]love our own home, our own neighborhood, our own State.",POSITIVE,0.9953,Harrison
It  would be a sad thing if it were not so.,POSITIVE,0.6206,Harrison
There is only just enough  discontent to keep our people moving a little.,NEGATIVE,0.9023,Harrison
Now and then some  boy gets restless in the homestead and pushes out to the West; the  result is a thorough mingling of the people.,POSITIVE,0.7805,Harrison
I do not know what  would have become of Pennsylvania if some people from other  States had not come in and some of your people gone out.,NEGATIVE,0.8473,Harrison
It is  this that makes the perfect unity of our country.,POSITIVE,0.9987,Harrison
It was delightful  on our trip to meet old faces from home.,POSITIVE,0.9957,Harrison
"Though they had  apparently been discontented with Indiana and left it, they were  willing to recall the fact, as I came near to them, that they were  Hoosiers.",POSITIVE,0.768,Harrison
"It was very pleasant, also, to see people as they met the  Postmaster-General put up their hands and say, ""I am from the  old Keystone State.""",POSITIVE,0.9901,Harrison
"General Rusk was never out of sight of a  Wisconsin man, and of course the Ohio man was always there.",POSITIVE,0.9896,Harrison
[Laughter and applause.],POSITIVE,0.9993,Harrison
"Our journey has been accompanied with  the labor of travel, but out of it all I think I have a higher sense  of the perfect unity of our people and of their enduring, all-pervading  patriotism.",POSITIVE,0.9998,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
Therewas no demonstration at Baltimore.,NEGATIVE,0.8524,Harrison
"As the  train neared Washington—on the homestretch of its great  run of 9,232 miles—the President gathered all the members  of his party about him in the observation car, including  the train employees and servants, and made a short  speech, in which he thanked all who accompanied him for  their courtesy and attention.",POSITIVE,0.9942,Harrison
"He referred to the long  journey—without accident of any kind and without a  minute's variance from the prearranged schedule—as a  most remarkable achievement, and paid a high compliment  to Mr. George W. Boyd, the General Assistant Passenger  Agent of the Pennsylvania Railroad for his successful  management of the trip, adding that it was a superb  exhibition of what energy and training could do for[490]a man.",POSITIVE,0.9997,Harrison
"He then returned his thanks individually to the  engineer, conductor, and every employee.",POSITIVE,0.9914,Harrison
"The train reached Washington at 5:30 o'clock, exactly  on time to a fraction of a minute.",POSITIVE,0.9507,Harrison
"General Harrison was  the first to alight to meet his young grandson, Master  Benjamin McKee, and the latter's little sister.",POSITIVE,0.6818,Harrison
There was  no unusual demonstration or speech-making.,NEGATIVE,0.9997,Harrison
"The President  was met by Secretaries Foster and Proctor, Attorney-General  Miller, Ass't Atty.-Gen. James N. Tyner, Assistant  Secretary Nettleton, Assistant Secretary Willetts,  Major Pruden, and Captain Dinsmore.",POSITIVE,0.9415,Harrison
"OnDecoration Day, 1891, President Harrison, accompanied  by Postmaster-General Wanamaker, Secretary  Proctor, Secretary Tracy, and Private Secretary Halford,  visited Philadelphia as the guests of George G. Meade  Post, No. 1, G. A. R., to participate in their memorial ceremonies.",POSITIVE,0.9834,Harrison
"They were met at the station by a committee  from the post, comprising the following veterans: Post  Commander Louis P. Langer, Senior Vice-Commander  Alexander M. Appel, Junior Vice-Commander James  Thompson, Adjutant A.",POSITIVE,0.9925,Harrison
"C. Johnston, Officer of the Day  Robert M. Green, Guard Charles Harris, Chaplain Rev.",POSITIVE,0.9948,Harrison
"I. Newton Ritner, and Past Post Commanders Henry H.  Bingham, Joseph R.",POSITIVE,0.998,Harrison
"C. Ward, George W. Devinny, L. D.  C. Tyler, Alfred J. Sellers, William J. Simpson, James C.  Wray, John A. Stevenson, Alexander Reed, Lewis W.  Moore, John W. Wiedersheim, Isaiah Price, W. Wayne  Vogdes, G. Harry Davis, Charles L. Sherman, Henry C.  Harper, Penn Righter, and Isaac R. Oakford.",POSITIVE,0.9966,Harrison
Department  Commander George Boyer and Asst.,POSITIVE,0.9453,Harrison
Adjt.-Gen.  Samuel Town were also present to welcome the Comman[491]der-in-Chief.,POSITIVE,0.9926,Harrison
"The historic City Troop of cavalry—who,  from the day that General Washington entered Philadelphia  to take his second inaugural oath, have acted as an  escort to every President who has been a guest of the city—escorted  the President and the committee to Independence  Hall, where in a brief speech Mayor Stuart, in behalf of  the city, welcomed the Chief Magistrate.",POSITIVE,0.9988,Harrison
"The President, replying to the address of welcome, said: Mr. Mayor, Comrades of the Grand Army of the Republic, and Fellow-citizens—I  esteem it a great pleasure to stand in this historic  edifice in this historic city and to take part to-day as a comrade of  the Grand Army of the Republic in these most interesting and  instructive exercises, which commemorate events which have been  most deeply sunk in our hearts.",POSITIVE,0.9989,Harrison
"I think it eminently appropriate  that we should stand for a little time before going to the graves of  our fallen comrades in this edifice, where the foundations of independence  were laid and put into development to make this great  Nation to-day.",POSITIVE,0.9335,Harrison
"In my recent extensive trip through the country I  was able to see the effects of planting these seeds of freedom, in the  flourishing plants that have grown.",POSITIVE,0.9994,Harrison
[Applause.],POSITIVE,0.9982,Harrison
We are here in a community that was instituted on principles of  peace and good will among men.,POSITIVE,0.9924,Harrison
But you gave a conspicuous  illustration of the facts that the fruits of peace need to be protected.,POSITIVE,0.7792,Harrison
You did not all depart from the great lessons taught when you  united with the comrades from all the other States to hold up the  banner of the Union and to maintain peace and to perpetuate it at  all times.,POSITIVE,0.6971,Harrison
"You went out to maintain peace, and you have established  in the affections of all of us the flag of our faith, and the  question of submission to the Constitution and the law in all States  has been settled to the contentment of all.",POSITIVE,0.9947,Harrison
"I appreciate most highly this welcome, and I take part in these  exercises with a sense of their fitness and a sense of the greatness  of the event which they commemorate.",POSITIVE,0.9933,Harrison
"I have never been able to think that this day is one for mourning,  but think that instead of the flag being at half mast it should  be at the peak.",POSITIVE,0.9876,Harrison
I feel that the comrades whose graves we honor  to-day would rejoice if they could see where their valor has placed  us.,POSITIVE,0.8461,Harrison
I feel that the glory of their dying and the glory of their  achievement covers all grief and has put them on an imperishable  roll of honor.,POSITIVE,0.9938,Harrison
"At the conclusion of the public reception at Independence  Hall the President and his party were escorted to Laurel  Hill Cemetery, where they took part in the ceremonies over  the grave of Gen. George G. Meade, the hero of Gettysburg.",POSITIVE,0.9577,Harrison
"Along the entire line of march to the stand were immense  crowds, who greeted the President with silent  demonstrations of respect.",POSITIVE,0.9964,Harrison
"The usual Memorial Day exercises were held, and at their  conclusion Commander Langer said: ""I wish to introduce  to you the honored guest of the day, Comrade Harrison,  the Chief Magistrate of the Nation.""",POSITIVE,0.9674,Harrison
As the President stepped forward he was heartily  cheered.,POSITIVE,0.9922,Harrison
"He said: Commander, Comrades of the Grand Army of the Republic, and  Fellow-citizens—I have neither the strength nor the voice adequate  to any extended speech to-day.",NEGATIVE,0.9994,Harrison
I come to you as a comrade to  take part in the interesting exercises of this Memorial Day.,POSITIVE,0.9968,Harrison
It  gives me special pleasure to combine with that tribute which I have  usually been able to pay since this day was instituted to the dead  of all our armies a special mark of respect to that great soldier who  won Gettysburg.,POSITIVE,0.9998,Harrison
"It is impossible to separate some impressions of  sorrow from these exercises, for they bring to memory comrades  who have gone from us.",POSITIVE,0.9908,Harrison
"How vividly there comes to my memory  many battle scenes; not the impetuous rush of conflict, but the  hour of sadness that followed victory.",POSITIVE,0.9997,Harrison
Then it was our sad duty  to gather from the field the bodies of those who had given the last  pledge of loyalty.,POSITIVE,0.9443,Harrison
There is open to my vision more than one yawning trench in  which we laid the dead of the old brigade.,NEGATIVE,0.9999,Harrison
"We laid them, elbow  touching elbow, in the order in which they had stood in the line  of battle.",NEGATIVE,0.749,Harrison
We left them in the hasty sepulchre and marched on.,NEGATIVE,0.992,Harrison
Now we rejoice that a grateful Government has gathered together  the scattered dust of all these comrades and placed them in beautiful  and safe places of honor and repose.,POSITIVE,0.9959,Harrison
I cannot but feel that if  they could speak to us to-day they would say put the flag at the top  of the mast.,NEGATIVE,0.9858,Harrison
"I have recently returned from an extended tour of the States, and  nothing so impressed and refreshed me as the universal display of[493]this banner of beauty and glory.",POSITIVE,0.9986,Harrison
"It waved over every school-house,  it was in the hands of the school children.",NEGATIVE,0.8982,Harrison
"As we sped across the  sandy wastes at some solitary house a man, a woman, a child would  come to the door and wave it in loyal greeting.",POSITIVE,0.9942,Harrison
Two years ago I  saw a sight that has ever been present in my memory.,POSITIVE,0.9958,Harrison
As we  were going out of the harbor of Newport about midnight on a dark  night some of the officers of the torpedo station had prepared for  us a beautiful surprise.,POSITIVE,0.9988,Harrison
"The flag at the top of the station was unseen  in the darkness of the night, when suddenly electric search-lights  were turned on it, bathing it in a flood of light.",NEGATIVE,0.6286,Harrison
"All below the flag was hidden, and it seemed to have no touch  with earth, but to hang from the battlements of heaven.",NEGATIVE,0.9992,Harrison
It was  as if Heaven was approving the human liberty and human equality  typified by that flag.,POSITIVE,0.6473,Harrison
"Let us take on this occasion a new draught of courage, make  new vows of consecration, for, my countrymen, it was not because  it was inconvenient that the rebel States should go, not that it  spoiled the autonomy of the country, but because it was unlawful  that all this sacrifice had to be made, to bring them back to  their allegiance.",POSITIVE,0.56,Harrison
Let us not forget that as good citizens and good  patriots it is our duty always to obey the law and to give it our  loyal support and insist that every one else shall do so.,POSITIVE,0.9839,Harrison
There is  no more mischievous suggestion made than that the soldiers of the  Union Army desire to lay any yoke on those who fought against  us other than the yoke of the law.,NEGATIVE,0.9967,Harrison
"We cannot ask less than that  in all relations they shall obey the law, and that they shall yield  to every other man his full rights under the law.",POSITIVE,0.9907,Harrison
"I thank you for the pleasure of participating in these exercises  with you to-day, and give you a comrade's best wishes and a comrade's  good-by.",POSITIVE,0.9901,Harrison
"OnTuesday, August 18, President Harrison left Cape  May Point on a journey to Bennington, to participate in  the dedication of Bennington Battle Monument.",POSITIVE,0.6159,Harrison
"He was  accompanied by Private Secretary Halford, Russell B.  Harrison, Mr. Howard Cale, of Indianapolis, and George  W. Boyd, of the Pennsylvania Company.",POSITIVE,0.9895,Harrison
The trip through  New Jersey was uneventful.,NEGATIVE,0.9967,Harrison
"At Vineland, Glassboro,[494]Camden, Trenton, and Burlington crowds greeted the  President, but as it was raining there was no speech-making.",NEGATIVE,0.9919,Harrison
"At Jersey City the party was joined by John  A. Sleicher, W. J. Arkell, and E. F. Tibbott, the President's  stenographer.",POSITIVE,0.8904,Harrison
"Leaving New York at noon the first stop was at Cornwall,  where the President was heartily welcomed by a large  crowd and bowed his acknowledgments.",POSITIVE,0.9928,Harrison
"Theweather cleared as the party reached historic Newburgh,  where 3,000 people gave the Chief Executive a  rousing welcome.",POSITIVE,0.9982,Harrison
Hon.,POSITIVE,0.9954,Harrison
"M. Doyle, Mayor of Newburgh,  and the following representative citizens received the President:  Ex-Mayor B.",POSITIVE,0.996,Harrison
"B. Odell, Hon.",POSITIVE,0.996,Harrison
"A. S. Cassedy, Hon.",POSITIVE,0.9953,Harrison
"B. B. Odell, Jr., William G. Taggart, Daniel S. Waring,  William Chambers, Charles H. Hasbrouck, J. M. Dickey,  Henry B. Lawson, James G. Graham, Thomas R. Spier,  A.",POSITIVE,0.9976,Harrison
"E. Layman, George Hasting, Maj.",POSITIVE,0.9971,Harrison
"E. C. Boynton, A.  Woolsey, John F. Tucker, William Lynn, George Brown,  Dr. D. L. Kidd, H. C. Smith, Augustus Denniston, E. M.  Murtfeldt, and John J. Nutt.",POSITIVE,0.997,Harrison
"Colonel Sleicher introduced President Harrison, who  said: My Fellow-citizens—I am very much obliged to you for this  friendly greeting.",POSITIVE,0.9642,Harrison
It is pleasant to run out of the rain and mist  that have hung about our train for an hour or two into this bright  sunshine and into the gladness of the pleasant welcome which you  have extended to us.,POSITIVE,0.9994,Harrison
You are situated here in a region full of  historic interest.,POSITIVE,0.9993,Harrison
"Every child learns early here the story of the  sacrifice and courage of those who laid the foundation of this Government,  which has grown beyond the conception of even the  wisest of our fathers.",POSITIVE,0.9978,Harrison
"I am sure that in these things you must all  find inspiration to good citizenship, and it is pleasant to know  that you rejoice that it has left its impress upon the hearts of all[495]our people; that upon the Sacramento as well as upon the Hudson  men love the old memories and the old flag.",POSITIVE,0.9943,Harrison
[Applause.],POSITIVE,0.9982,Harrison
I am glad to pause with you a moment in passing to the observance  in Vermont of one of those great battle events which led to  the independence of our country.,POSITIVE,0.9709,Harrison
"We have great common interests  as a people, and, while we divide as to the method by which we  would promote the national prosperity, I am sure we are all devoted  in heart to the country and the institutions that have done  so much for us.",POSITIVE,0.9869,Harrison
In the interest of good government we are one;  we all believe that the Government should be so administered that  all the people shall share equally in its benefits; that there shall be  no favored class.,NEGATIVE,0.9759,Harrison
"I thank you again, and bid you good-by.",POSITIVE,0.9285,Harrison
[Applause.],POSITIVE,0.9982,Harrison
"AtKingston fully 2,000 people were assembled.",POSITIVE,0.9931,Harrison
Prominent  among those who welcomed the President were Hon.,POSITIVE,0.991,Harrison
"James G. Linsley, Hon.",POSITIVE,0.9972,Harrison
Geo.,POSITIVE,0.9735,Harrison
"M. Brink, H. W. Baldwin,  William D. Brinnier, D. C. Overbaugh, S. B. Sharpe,  B.",POSITIVE,0.9967,Harrison
"J. Winnie, Charles B. Safford, George B. Merritt, O.  P. Carpenter, James E. Phinney, and Noah Wolven.",POSITIVE,0.9974,Harrison
"After shaking hands for several minutes, Hon.",POSITIVE,0.9679,Harrison
"William  H. Turner introduced President Harrison, who said: My Fellow-citizens—Perhaps I had better spend the moment or  two that remains in saying a word to all of you than in shaking  hands with the few that can gather about the car.",POSITIVE,0.9543,Harrison
You ask for a  speech.,POSITIVE,0.696,Harrison
It is not very easy to know what one can talk about on  such an occasion as this.,NEGATIVE,0.9999,Harrison
"Those topics that are most familiar to  me, because I am brought in daily contact with them, namely,  public affairs, are in some measure prohibited to me, and I must  speak therefore only of those things upon which we agree; for I  have no doubt, if we were closely interrogated, some differences  would develop in the views of those assembled here.",NEGATIVE,0.8805,Harrison
"That is one  of the things we are proud of and that tend to the perpetuity and  purity of our institutions—that we are permitted to differ in our  views, to be independent in our opinions, and to be answerable to  our consciences and to God only for the convictions we entertain.",POSITIVE,0.9978,Harrison
"I am sure, however, we all rejoice in the evidences of prosperity[496]which are spread over this good land of ours.",POSITIVE,0.9761,Harrison
We rejoice in the  freedom and happiness and contentment that are in our communities  and in our homes.,POSITIVE,0.998,Harrison
We rejoice to know that no cloud is over  our horizon; that we are at peace with the world and at peace  among ourselves.,POSITIVE,0.9984,Harrison
"I think the world has come to understand that  it is well to be at peace with us [applause], and I am sure we have  come to understand that it is very well to be at peace among our  selves.",POSITIVE,0.9952,Harrison
[Applause.],POSITIVE,0.9982,Harrison
Our situation is one of great favor.,POSITIVE,0.9947,Harrison
"We are pretty widely separated  from those who would hurt us, if there are any such.",POSITIVE,0.8451,Harrison
"We  are secure in our great isolation, and we are secure, too, in our  great and patriotic people.",POSITIVE,0.9987,Harrison
[Applause.],POSITIVE,0.9982,Harrison
We do not maintain  armies; we do not need to extend the conscription list until it  takes old age and youth.,NEGATIVE,0.7077,Harrison
